Name,Price,Have,Limit,Discount,Traded
Negev | Dazzle (Battle-Scarred),7,0,13,90,0
Negev | Dazzle (Field-Tested),8,23,25,101,0
Negev | Dazzle (Minimal Wear),22,3,14,93,0
Negev | Dazzle (Well-Worn),10,3,9,90,0
Negev | Desert-Strike (Battle-Scarred),7,1,2,90,0
Negev | Desert-Strike (Factory New),22,3,17,99,0
Negev | Desert-Strike (Field-Tested),8,6,32,101,0
Negev | Desert-Strike (Minimal Wear),13,5,20,93,0
Negev | Desert-Strike (Well-Worn),7,1,4,88,0
Negev | Lionfish (Battle-Scarred),34,0,6,90,0
Negev | Lionfish (Factory New),122,5,71,103,0
Negev | Lionfish (Field-Tested),38,7,50,99,0
Negev | Lionfish (Minimal Wear),62,10,92,104,0
Negev | Lionfish (Well-Worn),38,0,6,90,0
Negev | Loudmouth (Battle-Scarred),37,0,3,90,0
Negev | Loudmouth (Field-Tested),44,12,23,100,0
Negev | Loudmouth (Minimal Wear),518,0,2,95,0
Negev | Loudmouth (Well-Worn),63,0,5,94,0
Negev | Man-o'-war (Field-Tested),10,3,15,94,0
Negev | Man-o'-war (Minimal Wear),11,11,50,96,0
Negev | Mjölnir (Factory New),82796,0,2,105,0
Negev | Mjölnir (Field-Tested),78810,0,3,106,0
Negev | Mjölnir (Minimal Wear),84000,0,2,105,0
Negev | Nuclear Waste (Factory New),91,2,3,94,0
Negev | Nuclear Waste (Field-Tested),54,0,4,89,0
Negev | Nuclear Waste (Minimal Wear),65,1,4,90,0
Negev | Nuclear Waste (Well-Worn),41,0,2,90,0
Negev | Phoenix Stencil (Battle-Scarred),439,0,6,94,0
Negev | Phoenix Stencil (Factory New),656,2,15,101,0
Negev | Phoenix Stencil (Field-Tested),536,1,34,99,0
Negev | Phoenix Stencil (Minimal Wear),583,0,20,91,0
Negev | Phoenix Stencil (Well-Worn),472,0,2,98,0
Negev | Power Loader (Battle-Scarred),89,1,8,96,0
Negev | Power Loader (Factory New),776,0,5,101,0
Negev | Power Loader (Field-Tested),167,7,28,104,0
Negev | Power Loader (Minimal Wear),369,1,17,103,0
Negev | Power Loader (Well-Worn),103,3,19,99,0
Negev | Prototype (Battle-Scarred),8,3,29,101,0
Negev | Prototype (Factory New),26,3,30,98,0
Negev | Prototype (Field-Tested),8,19,50,98,0
Negev | Prototype (Minimal Wear),12,8,50,101,0
Negev | Prototype (Well-Worn),8,2,14,97,0
Negev | Terrain (Factory New),32,1,14,90,0
Negev | Terrain (Field-Tested),16,7,24,98,0
Negev | Terrain (Minimal Wear),22,2,15,91,0
Negev | Terrain (Well-Worn),15,0,3,90,0
Negev | Ultralight (Battle-Scarred),8,5,29,110,0
Negev | Ultralight (Factory New),26,1,17,94,0
Negev | Ultralight (Field-Tested),8,17,50,98,0
Negev | Ultralight (Minimal Wear),13,11,50,98,0
Negev | Ultralight (Well-Worn),8,2,10,94,0
Nova | Antique (Factory New),837,0,12,102,0
Nova | Antique (Field-Tested),606,0,5,98,0
Nova | Antique (Minimal Wear),631,0,17,103,0
Nova | Army Sheen (Factory New),14,13,50,89,0
Nova | Army Sheen (Field-Tested),7,6,22,92,0
Nova | Army Sheen (Minimal Wear),9,14,50,99,0
Nova | Baroque Orange (Factory New),3712,0,2,100,0
Nova | Baroque Orange (Field-Tested),3164,0,2,91,0
Nova | Baroque Orange (Minimal Wear),3192,0,2,100,0
Nova | Bloomstick (Battle-Scarred),305,0,2,98,0
Nova | Bloomstick (Field-Tested),382,0,3,98,0
Nova | Bloomstick (Minimal Wear),935,1,2,97,0
Nova | Bloomstick (Well-Worn),337,0,2,98,0
Nova | Caged Steel (Factory New),19,34,50,97,0
Nova | Caged Steel (Field-Tested),10,2,18,90,0
Nova | Caged Steel (Minimal Wear),14,16,50,96,0
Nova | Candy Apple (Factory New),18,28,50,97,0
Nova | Candy Apple (Field-Tested),9,9,36,96,0
Nova | Candy Apple (Minimal Wear),10,41,50,98,0
Nova | Clear Polymer (Battle-Scarred),60,1,41,105,0
Nova | Clear Polymer (Factory New),281,1,19,104,0
Nova | Clear Polymer (Field-Tested),79,5,113,104,0
Nova | Clear Polymer (Minimal Wear),157,3,86,103,0
Nova | Clear Polymer (Well-Worn),65,4,52,103,0
Nova | Exo (Battle-Scarred),13,1,3,91,0
Nova | Exo (Factory New),28,1,23,101,0
Nova | Exo (Field-Tested),12,5,44,100,0
Nova | Exo (Minimal Wear),17,4,23,98,0
Nova | Exo (Well-Worn),17,1,5,90,0
Nova | Forest Leaves (Field-Tested),58,0,2,95,0
Nova | Ghost Camo (Factory New),84,0,5,91,0
Nova | Ghost Camo (Field-Tested),66,0,5,95,0
Nova | Ghost Camo (Minimal Wear),72,1,4,85,0
Nova | Gila (Factory New),116,2,38,104,0
Nova | Gila (Field-Tested),34,1,5,90,0
Nova | Gila (Minimal Wear),57,6,39,104,0
Nova | Graphite (Factory New),792,0,9,100,0
Nova | Graphite (Minimal Wear),501,1,2,81,0
Nova | Green Apple (Factory New),544,0,5,98,0
Nova | Green Apple (Field-Tested),486,0,2,98,0
Nova | Green Apple (Minimal Wear),496,0,4,98,0
Nova | Hyper Beast (Battle-Scarred),458,0,3,98,0
Nova | Hyper Beast (Factory New),1481,0,18,103,0
Nova | Hyper Beast (Field-Tested),649,1,15,105,0
Nova | Hyper Beast (Minimal Wear),915,1,13,104,0
Nova | Hyper Beast (Well-Worn),566,0,2,98,0
Nova | Koi (Factory New),125,11,43,101,0
Nova | Koi (Field-Tested),55,2,12,91,0
Nova | Koi (Minimal Wear),79,8,40,103,0
Nova | Mandrel (Factory New),6,26,50,95,0
Nova | Mandrel (Field-Tested),4,28,28,79,0
Nova | Mandrel (Minimal Wear),5,20,20,94,0
Nova | Mandrel (Well-Worn),5,3,3,91,0
Nova | Moon in Libra (Factory New),136,0,9,93,0
Nova | Moon in Libra (Field-Tested),104,0,6,94,0
Nova | Moon in Libra (Minimal Wear),108,2,7,92,0
Nova | Moon in Libra (Well-Worn),97,0,2,95,0
Nova | Plume (Battle-Scarred),23,1,3,86,0
Nova | Plume (Factory New),61,0,4,90,0
Nova | Plume (Field-Tested),25,1,13,90,0
Nova | Plume (Minimal Wear),37,0,8,89,0
Nova | Plume (Well-Worn),34,0,2,90,0
Nova | Polar Mesh (Factory New),11,1,4,85,0
Nova | Predator (Factory New),14,0,4,90,0
Nova | Ranger (Battle-Scarred),18,0,7,89,0
Nova | Ranger (Factory New),56,0,4,95,0
Nova | Ranger (Field-Tested),21,3,16,91,0
Nova | Ranger (Minimal Wear),28,0,11,90,0
Nova | Ranger (Well-Worn),22,1,11,93,0
Nova | Rising Skull (Factory New),397,0,2,98,0
Nova | Rising Skull (Field-Tested),252,1,4,96,0
Nova | Rising Skull (Minimal Wear),312,0,3,95,0
Nova | Rust Coat (Battle-Scarred),52,2,19,87,0
Nova | Rust Coat (Factory New),114,0,16,92,0
Nova | Rust Coat (Field-Tested),67,14,100,99,0
Nova | Rust Coat (Minimal Wear),83,6,42,100,0
Nova | Rust Coat (Well-Worn),56,1,6,77,0
Nova | Sand Dune (Factory New),9,0,3,90,0
Nova | Tempest (Factory New),781,0,2,94,0
Nova | Tempest (Field-Tested),167,0,2,95,0
Nova | Tempest (Minimal Wear),225,0,8,103,0
Nova | Toy Soldier (Battle-Scarred),35,1,8,92,0
Nova | Toy Soldier (Factory New),183,1,5,92,0
Nova | Toy Soldier (Field-Tested),45,2,24,100,0
Nova | Toy Soldier (Minimal Wear),87,3,22,104,0
Nova | Toy Soldier (Well-Worn),35,3,13,90,0
Nova | Walnut (Battle-Scarred),43,0,2,90,0
Nova | Walnut (Field-Tested),45,0,3,90,0
Nova | Walnut (Minimal Wear),94,0,3,80,0
Nova | Walnut (Well-Worn),58,0,2,95,0
Nova | Wild Six (Battle-Scarred),42,2,19,97,0
Nova | Wild Six (Factory New),116,0,23,95,0
Nova | Wild Six (Field-Tested),44,13,50,100,0
Nova | Wild Six (Minimal Wear),65,6,67,103,0
Nova | Wild Six (Well-Worn),46,1,6,93,0
Nova | Wood Fired (Battle-Scarred),7,7,37,102,0
Nova | Wood Fired (Factory New),21,2,21,102,0
Nova | Wood Fired (Field-Tested),8,18,50,98,0
Nova | Wood Fired (Minimal Wear),11,6,50,98,0
Nova | Wood Fired (Well-Worn),7,1,9,92,0
Nuke Pin,780,1,9,105,0
Number K | The Professionals,765,28,241,111,0
Office Pin,948,1,6,105,0
Operation Bloodhound Access Pass,3971,0,3,100,0
Operation Bravo Case,3027,89,264,108,70
Operation Bravo Pass,12471,0,2,100,0
Operation Breakout All Access Pass,5116,0,13,107,0
Operation Breakout Case Key,959,1,22,104,0
Operation Breakout Weapon Case,195,300,300,107,0
Operation Broken Fang Case,87,150,150,106,0
Operation Broken Fang Premium Pass,1818,3,276,116,0
Operation Hydra Access Pass,2255,6,50,109,0
Operation Hydra Case,896,16,134,112,0
Operation Hydra Case Key,258,133,142,108,3
Operation Payback Pass,18644,0,2,98,0
Operation Phoenix Case Key,645,9,5,102,3
Operation Phoenix Pass,8315,0,6,105,0
Operation Phoenix Weapon Case,89,150,150,106,0
Operation Shattered Web Premium Pass,2389,2,16,109,1
Operation Vanguard Access Pass,46395,0,2,94,0
Operation Vanguard Case Key,503,9,7,101,3
Operation Vanguard Weapon Case,72,145,150,100,0
Operation Wildfire Access Pass,12003,0,2,100,0
Operation Wildfire Case,31,46,50,96,0
Operation Wildfire Case Key,518,0,11,98,0
Operator | FBI SWAT,115,35,221,107,0
Osiris | Elite Crew,43,29,50,97,0
Overpass Pin,698,1,6,108,0
P2000 | Acid Etched (Battle-Scarred),58,1,47,105,0
P2000 | Acid Etched (Factory New),221,0,19,103,0
P2000 | Acid Etched (Field-Tested),66,8,135,103,0
P2000 | Acid Etched (Minimal Wear),108,4,96,104,0
P2000 | Acid Etched (Well-Worn),60,3,72,103,0
P2000 | Amber Fade (Factory New),1284,11,183,109,0
P2000 | Amber Fade (Field-Tested),572,6,59,111,0
P2000 | Amber Fade (Minimal Wear),846,5,50,110,0
P2000 | Amber Fade (Well-Worn),468,0,3,96,0
P2000 | Chainmail (Factory New),4156,0,3,100,0
P2000 | Chainmail (Minimal Wear),3937,0,2,100,0
P2000 | Coach Class (Field-Tested),293,0,2,98,0
P2000 | Corticera (Factory New),943,0,2,97,0
P2000 | Corticera (Field-Tested),336,0,3,97,0
P2000 | Corticera (Minimal Wear),422,0,5,98,0
P2000 | Dispatch (Battle-Scarred),180,0,16,88,0
P2000 | Dispatch (Factory New),283,2,40,96,0
P2000 | Dispatch (Field-Tested),210,7,101,97,0
P2000 | Dispatch (Minimal Wear),229,5,68,104,0
P2000 | Dispatch (Well-Worn),186,0,7,94,0
P2000 | Fire Elemental (Battle-Scarred),706,0,3,98,0
P2000 | Fire Elemental (Factory New),1426,0,9,98,0
P2000 | Fire Elemental (Field-Tested),711,6,16,105,0
P2000 | Fire Elemental (Minimal Wear),919,1,8,104,0
P2000 | Fire Elemental (Well-Worn),640,1,2,71,0
P2000 | Gnarled (Battle-Scarred),8,7,49,99,0
P2000 | Gnarled (Factory New),33,0,12,90,0
P2000 | Gnarled (Field-Tested),8,25,50,102,0
P2000 | Gnarled (Minimal Wear),13,3,50,98,0
P2000 | Gnarled (Well-Worn),8,7,50,99,0
P2000 | Granite Marbleized (Battle-Scarred),8,5,25,99,0
P2000 | Granite Marbleized (Factory New),21,0,2,88,0
P2000 | Granite Marbleized (Field-Tested),8,50,50,100,0
P2000 | Granite Marbleized (Minimal Wear),10,3,31,98,0
P2000 | Granite Marbleized (Well-Worn),7,7,17,92,0
P2000 | Grassland (Field-Tested),43,1,2,88,0
P2000 | Grassland (Minimal Wear),71,0,2,95,0
P2000 | Grassland Leaves (Field-Tested),284,0,2,95,0
P2000 | Handgun (Battle-Scarred),37,0,6,86,0
P2000 | Handgun (Factory New),322,1,6,104,0
P2000 | Handgun (Field-Tested),42,8,20,90,0
P2000 | Handgun (Minimal Wear),96,0,20,102,0
P2000 | Handgun (Well-Worn),38,0,10,90,0
P2000 | Imperial (Factory New),44,1,45,100,0
P2000 | Imperial (Field-Tested),23,2,8,92,0
P2000 | Imperial (Minimal Wear),35,4,32,98,0
P2000 | Imperial Dragon (Battle-Scarred),254,1,17,103,0
P2000 | Imperial Dragon (Factory New),639,1,11,104,0
P2000 | Imperial Dragon (Field-Tested),238,10,84,112,0
P2000 | Imperial Dragon (Minimal Wear),367,2,35,111,0
P2000 | Imperial Dragon (Well-Worn),257,0,10,103,0
P2000 | Ivory (Battle-Scarred),7,2,11,92,0
P2000 | Ivory (Factory New),31,2,4,82,0
P2000 | Ivory (Field-Tested),8,9,27,95,0
P2000 | Ivory (Minimal Wear),15,5,18,105,0
P2000 | Ivory (Well-Worn),7,9,16,93,0
P2000 | Obsidian (Battle-Scarred),46,1,7,89,0
P2000 | Obsidian (Factory New),271,0,4,97,0
P2000 | Obsidian (Field-Tested),59,3,28,105,0
P2000 | Obsidian (Minimal Wear),131,0,17,95,0
P2000 | Obsidian (Well-Worn),44,0,7,90,0
P2000 | Ocean Foam (Factory New),10217,1,17,109,0
P2000 | Ocean Foam (Minimal Wear),7570,0,2,89,0
P2000 | Oceanic (Battle-Scarred),8,1,8,92,0
P2000 | Oceanic (Factory New),27,1,21,98,0
P2000 | Oceanic (Field-Tested),8,11,50,95,0
P2000 | Oceanic (Minimal Wear),15,8,34,98,0
P2000 | Oceanic (Well-Worn),12,0,6,90,0
P2000 | Panther Camo (Battle-Scarred),46,1,3,75,0
P2000 | Panther Camo (Factory New),78,1,32,96,0
P2000 | Panther Camo (Field-Tested),63,1,62,101,0
P2000 | Panther Camo (Minimal Wear),68,3,56,100,0
P2000 | Panther Camo (Well-Worn),55,0,8,81,0
P2000 | Pathfinder (Factory New),469,0,2,97,0
P2000 | Pathfinder (Field-Tested),431,0,2,98,0
P2000 | Pathfinder (Minimal Wear),457,0,2,97,0
P2000 | Pulse (Battle-Scarred),26,0,2,88,0
P2000 | Pulse (Factory New),45,0,13,88,0
P2000 | Pulse (Field-Tested),27,1,5,90,0
P2000 | Pulse (Minimal Wear),32,0,10,86,0
P2000 | Pulse (Well-Worn),34,0,2,87,0
P2000 | Red FragCam (Battle-Scarred),43,0,2,90,0
P2000 | Red FragCam (Factory New),84,0,3,95,0
P2000 | Red FragCam (Field-Tested),57,1,16,95,0
P2000 | Red FragCam (Minimal Wear),63,1,7,95,0
P2000 | Red FragCam (Well-Worn),50,0,2,95,0
P2000 | Scorpion (Factory New),303,2,11,105,0
P2000 | Silver (Factory New),337,0,5,98,0
P2000 | Turf (Battle-Scarred),12,7,19,92,0
P2000 | Turf (Factory New),43,0,5,90,0
P2000 | Turf (Field-Tested),14,15,43,98,0
P2000 | Turf (Minimal Wear),19,10,33,98,0
P2000 | Turf (Well-Worn),14,10,30,101,0
P2000 | Urban Hazard (Battle-Scarred),8,4,50,100,0
P2000 | Urban Hazard (Factory New),22,1,12,90,0
P2000 | Urban Hazard (Field-Tested),8,10,50,97,0
P2000 | Urban Hazard (Minimal Wear),11,13,50,97,0
P2000 | Urban Hazard (Well-Worn),8,14,50,98,0
P2000 | Woodsman (Battle-Scarred),184,0,2,82,0
P2000 | Woodsman (Factory New),512,0,2,98,0
P2000 | Woodsman (Field-Tested),250,1,4,97,0
P2000 | Woodsman (Minimal Wear),357,0,2,94,0
P2000 | Woodsman (Well-Worn),194,0,2,86,0
P250 | Asiimov (Battle-Scarred),379,17,77,112,0
P250 | Asiimov (Field-Tested),612,22,72,112,0
P250 | Asiimov (Minimal Wear),2381,2,11,104,0
P250 | Asiimov (Well-Worn),525,7,20,103,0
P250 | Bengal Tiger (Battle-Scarred),451,1,6,101,0
P250 | Bengal Tiger (Factory New),2578,0,4,100,0
P250 | Bengal Tiger (Field-Tested),565,3,43,106,0
P250 | Bengal Tiger (Minimal Wear),599,1,19,100,0
P250 | Bengal Tiger (Well-Worn),462,0,3,88,0
P250 | Bone Mask (Field-Tested),36,0,2,90,0
P250 | Bone Mask (Minimal Wear),50,0,2,95,0
P250 | Boreal Forest (Factory New),15,4,7,91,0
P250 | Cartel (Battle-Scarred),372,0,2,94,0
P250 | Cartel (Factory New),1162,0,5,98,0
P250 | Cartel (Field-Tested),372,3,16,104,0
P250 | Cartel (Minimal Wear),533,1,7,105,0
P250 | Cartel (Well-Worn),422,0,2,89,0
P250 | Cassette (Battle-Scarred),8,7,33,100,0
P250 | Cassette (Factory New),34,16,50,98,0
P250 | Cassette (Field-Tested),9,47,50,100,0
P250 | Cassette (Minimal Wear),17,23,50,98,0
P250 | Cassette (Well-Worn),13,2,26,101,0
P250 | Contaminant (Battle-Scarred),11,3,24,104,0
P250 | Contaminant (Factory New),42,10,28,96,0
P250 | Contaminant (Field-Tested),13,16,50,98,0
P250 | Contaminant (Minimal Wear),24,23,50,98,0
P250 | Contaminant (Well-Worn),13,2,11,97,0
P250 | Contamination (Battle-Scarred),40,0,2,90,0
P250 | Contamination (Factory New),124,0,3,95,0
P250 | Contamination (Field-Tested),45,1,5,79,0
P250 | Contamination (Minimal Wear),73,1,5,87,0
P250 | Contamination (Well-Worn),44,0,2,90,0
P250 | Crimson Kimono (Battle-Scarred),545,0,2,98,0
P250 | Crimson Kimono (Factory New),794,0,5,98,0
P250 | Crimson Kimono (Field-Tested),609,1,6,103,0
P250 | Crimson Kimono (Minimal Wear),681,0,6,103,0
P250 | Crimson Kimono (Well-Worn),517,1,2,92,0
P250 | Dark Filigree (Factory New),106,3,12,89,0
P250 | Dark Filigree (Field-Tested),84,2,7,94,0
P250 | Dark Filigree (Minimal Wear),90,2,9,90,0
P250 | Dark Filigree (Well-Worn),82,0,2,93,0
P250 | Exchanger (Battle-Scarred),26,1,2,82,0
P250 | Exchanger (Factory New),77,1,20,103,0
P250 | Exchanger (Field-Tested),31,0,15,90,0
P250 | Exchanger (Minimal Wear),56,6,24,101,0
P250 | Exchanger (Well-Worn),29,1,2,81,0
P250 | Facets (Field-Tested),106,0,2,95,0
P250 | Facets (Minimal Wear),209,0,2,98,0
P250 | Facility Draft (Factory New),6,23,50,97,0
P250 | Facility Draft (Field-Tested),5,32,32,92,0
P250 | Facility Draft (Minimal Wear),4,28,36,88,0
P250 | Facility Draft (Well-Worn),5,2,2,90,0
P250 | Forest Night (Factory New),36,1,14,70,0
P250 | Forest Night (Minimal Wear),6,23,50,100,0
P250 | Forest Night (Well-Worn),5,25,50,97,0
P250 | Franklin (Factory New),247,16,53,109,0
P250 | Franklin (Field-Tested),128,17,123,103,0
P250 | Franklin (Minimal Wear),179,14,85,103,0
P250 | Franklin (Well-Worn),347,1,7,110,0
P250 | Gunsmoke (Battle-Scarred),46,0,2,91,0
P250 | Gunsmoke (Field-Tested),47,2,4,81,0
P250 | Gunsmoke (Minimal Wear),172,1,3,95,0
P250 | Gunsmoke (Well-Worn),91,0,2,95,0
P250 | Hive (Factory New),183,2,8,89,0
P250 | Hive (Field-Tested),125,0,4,95,0
P250 | Hive (Minimal Wear),149,1,10,96,0
P250 | Inferno (Battle-Scarred),42,2,9,91,0
P250 | Inferno (Factory New),135,2,22,98,0
P250 | Inferno (Field-Tested),49,14,45,98,0
P250 | Inferno (Minimal Wear),88,4,37,106,0
P250 | Inferno (Well-Worn),69,0,13,93,0
P250 | Iron Clad (Battle-Scarred),10,2,19,100,0
P250 | Iron Clad (Factory New),41,1,2,88,0
P250 | Iron Clad (Field-Tested),11,8,50,100,0
P250 | Iron Clad (Minimal Wear),17,1,23,99,0
P250 | Iron Clad (Well-Worn),11,2,8,96,0
P250 | Mehndi (Battle-Scarred),789,0,2,96,0
P250 | Mehndi (Factory New),1530,0,2,97,0
P250 | Mehndi (Field-Tested),918,0,3,98,0
P250 | Mehndi (Minimal Wear),1082,1,7,101,0
P250 | Mehndi (Well-Worn),760,1,2,93,0
P250 | Metallic DDPAT (Factory New),26,39,50,96,0
P250 | Metallic DDPAT (Minimal Wear),21,5,13,87,0
P250 | Mint Kimono (Battle-Scarred),54,1,4,81,0
P250 | Mint Kimono (Factory New),173,0,7,95,0
P250 | Mint Kimono (Field-Tested),75,2,12,95,0
P250 | Mint Kimono (Minimal Wear),113,1,14,95,0
P250 | Mint Kimono (Well-Worn),63,1,2,84,0
P250 | Modern Hunter (Field-Tested),435,0,2,94,0
P250 | Muertos (Battle-Scarred),369,1,4,96,0
P250 | Muertos (Factory New),797,5,10,102,0
P250 | Muertos (Field-Tested),401,12,39,108,0
P250 | Muertos (Minimal Wear),464,5,31,110,0
P250 | Muertos (Well-Worn),510,2,4,97,0
P250 | Nevermore (Factory New),125,11,132,103,0
P250 | Nevermore (Field-Tested),55,10,129,104,0
P250 | Nevermore (Minimal Wear),81,22,150,106,0
P250 | Nevermore (Well-Worn),67,4,12,95,0
P250 | Nuclear Threat (Field-Tested),977,1,2,99,0
P250 | Nuclear Threat (Minimal Wear),4343,0,2,100,0
P250 | Red Rock (Battle-Scarred),202,0,2,98,0
P250 | Red Rock (Factory New),538,0,2,94,0
P250 | Red Rock (Field-Tested),248,1,2,92,0
P250 | Red Rock (Minimal Wear),373,0,2,98,0
P250 | Red Rock (Well-Worn),211,0,2,95,0
P250 | Ripple (Battle-Scarred),8,2,6,86,0
P250 | Ripple (Factory New),22,12,33,97,0
P250 | Ripple (Field-Tested),9,12,50,100,0
P250 | Ripple (Minimal Wear),13,11,43,98,0
P250 | Ripple (Well-Worn),10,3,10,98,0
P250 | Sand Dune (Factory New),22,2,8,87,0
P250 | See Ya Later (Battle-Scarred),479,3,26,112,0
P250 | See Ya Later (Factory New),1425,3,26,103,0
P250 | See Ya Later (Field-Tested),554,35,94,110,0
P250 | See Ya Later (Minimal Wear),897,5,30,113,0
P250 | See Ya Later (Well-Worn),646,3,8,104,0
P250 | Splash (Factory New),2033,0,2,100,0
P250 | Splash (Minimal Wear),828,1,3,98,0
P250 | Steel Disruption (Factory New),98,1,10,95,0
P250 | Steel Disruption (Field-Tested),82,0,2,95,0
P250 | Steel Disruption (Minimal Wear),79,1,5,96,0
P250 | Supernova (Factory New),124,6,57,103,0
P250 | Supernova (Field-Tested),60,10,59,103,0
P250 | Supernova (Minimal Wear),83,15,76,102,0
P250 | Supernova (Well-Worn),115,1,11,98,0
P250 | Undertow (Factory New),3795,0,12,103,0
P250 | Undertow (Field-Tested),2166,0,2,96,0
P250 | Undertow (Minimal Wear),2608,0,6,101,0
P250 | Valence (Battle-Scarred),14,11,31,98,0
P250 | Valence (Factory New),83,3,32,104,0
P250 | Valence (Field-Tested),13,37,50,99,0
P250 | Valence (Minimal Wear),26,16,50,98,0
P250 | Valence (Well-Worn),29,4,9,94,0
P250 | Verdigris (Battle-Scarred),14,4,31,98,0
P250 | Verdigris (Factory New),42,1,25,98,0
P250 | Verdigris (Field-Tested),15,25,50,99,0
P250 | Verdigris (Minimal Wear),24,8,50,98,0
P250 | Verdigris (Well-Worn),18,1,12,91,0
P250 | Vino Primo (Battle-Scarred),353,1,5,96,0
P250 | Vino Primo (Factory New),1473,1,8,104,0
P250 | Vino Primo (Field-Tested),647,2,12,101,0
P250 | Vino Primo (Minimal Wear),943,0,6,103,0
P250 | Vino Primo (Well-Worn),435,2,7,105,0
P250 | Whiteout (Battle-Scarred),348,0,2,98,0
P250 | Whiteout (Factory New),10088,1,2,104,0
P250 | Whiteout (Field-Tested),399,3,6,101,0
P250 | Whiteout (Minimal Wear),1257,0,14,98,0
P250 | Whiteout (Well-Worn),400,0,2,96,0
P250 | Wingshot (Battle-Scarred),127,4,32,107,0
P250 | Wingshot (Factory New),475,0,8,103,0
P250 | Wingshot (Field-Tested),135,24,104,104,1
P250 | Wingshot (Minimal Wear),240,4,36,113,0
P250 | Wingshot (Well-Worn),140,4,27,104,0
P250 | X-Ray (Factory New),79,14,52,102,0
P250 | X-Ray (Field-Tested),41,6,18,89,0
P250 | X-Ray (Minimal Wear),53,11,95,103,0
P90 | Ancient Earth (Battle-Scarred),7,0,3,90,0
P90 | Ancient Earth (Factory New),15,7,45,86,0
P90 | Ancient Earth (Field-Tested),7,10,50,96,0
P90 | Ancient Earth (Minimal Wear),10,7,49,99,0
P90 | Ancient Earth (Well-Worn),7,1,8,86,0
P90 | Ash Wood (Factory New),25,5,50,96,0
P90 | Ash Wood (Field-Tested),17,26,50,95,0
P90 | Ash Wood (Minimal Wear),21,18,50,97,0
P90 | Ash Wood (Well-Worn),13,1,10,85,0
P90 | Asiimov (Battle-Scarred),651,6,20,103,0
P90 | Asiimov (Factory New),4122,0,8,104,0
P90 | Asiimov (Field-Tested),1067,6,30,111,0
P90 | Asiimov (Minimal Wear),2038,5,36,107,0
P90 | Asiimov (Well-Worn),838,4,17,106,0
P90 | Astral Jörmungandr (Factory New),10303,0,8,108,0
P90 | Astral Jörmungandr (Field-Tested),8155,0,4,93,0
P90 | Astral Jörmungandr (Minimal Wear),9336,1,2,105,0
P90 | Baroque Red (Factory New),679,0,2,98,0
P90 | Baroque Red (Field-Tested),615,0,2,96,0
P90 | Baroque Red (Minimal Wear),625,0,2,98,0
P90 | Blind Spot (Battle-Scarred),271,0,2,97,0
P90 | Blind Spot (Factory New),543,0,7,103,0
P90 | Blind Spot (Field-Tested),415,0,6,103,0
P90 | Blind Spot (Minimal Wear),485,0,6,103,0
P90 | Blind Spot (Well-Worn),326,1,2,102,0
P90 | Chopper (Battle-Scarred),65,3,16,95,0
P90 | Chopper (Factory New),196,2,26,106,0
P90 | Chopper (Field-Tested),73,18,97,104,0
P90 | Chopper (Minimal Wear),116,14,63,103,0
P90 | Chopper (Well-Worn),119,0,12,95,0
P90 | Cocoa Rampage (Battle-Scarred),10,4,19,92,0
P90 | Cocoa Rampage (Factory New),42,7,38,99,0
P90 | Cocoa Rampage (Field-Tested),13,14,50,98,0
P90 | Cocoa Rampage (Minimal Wear),23,14,50,99,0
P90 | Cocoa Rampage (Well-Worn),12,0,12,90,0
P90 | Cold Blooded (Factory New),4414,0,20,108,0
P90 | Cold Blooded (Minimal Wear),2908,0,2,93,0
P90 | Death by Kitty (Field-Tested),3617,1,5,100,0
P90 | Death by Kitty (Minimal Wear),6613,0,12,108,0
P90 | Death Grip (Battle-Scarred),342,0,2,98,0
P90 | Death Grip (Field-Tested),274,0,4,98,0
P90 | Death Grip (Minimal Wear),429,0,2,98,0
P90 | Death Grip (Well-Worn),252,1,5,98,0
P90 | Desert Warfare (Factory New),145,1,3,90,0
P90 | Desert Warfare (Field-Tested),263,0,6,91,0
P90 | Desert Warfare (Minimal Wear),114,0,3,95,0
P90 | Elite Build (Battle-Scarred),16,2,10,93,0
P90 | Elite Build (Factory New),153,0,11,95,0
P90 | Elite Build (Field-Tested),22,11,31,98,0
P90 | Elite Build (Minimal Wear),38,10,29,98,0
P90 | Elite Build (Well-Worn),18,6,23,100,0
P90 | Emerald Dragon (Field-Tested),7233,0,16,108,0
P90 | Emerald Dragon (Minimal Wear),8637,0,7,107,0
P90 | Facility Negative (Battle-Scarred),29,0,2,88,0
P90 | Facility Negative (Factory New),78,3,22,103,0
P90 | Facility Negative (Field-Tested),32,2,17,90,0
P90 | Facility Negative (Minimal Wear),57,4,27,100,0
P90 | Facility Negative (Well-Worn),31,0,2,89,0
P90 | Fallout Warning (Field-Tested),332,0,2,98,0
P90 | Freight (Battle-Scarred),8,6,50,100,0
P90 | Freight (Factory New),35,3,12,89,0
P90 | Freight (Field-Tested),9,25,50,98,0
P90 | Freight (Minimal Wear),13,16,50,96,0
P90 | Freight (Well-Worn),8,25,50,98,0
P90 | Glacier Mesh (Field-Tested),263,1,2,98,0
P90 | Glacier Mesh (Minimal Wear),407,0,2,96,0
P90 | Grim (Battle-Scarred),15,9,44,98,0
P90 | Grim (Factory New),114,1,40,104,0
P90 | Grim (Field-Tested),16,32,50,98,0
